Client_Name,Manufacturer,Category,Registration_Date,Local_Agent,Expiry_Date,Product_Name,Product_Category
PHARMANOVA LIMITED NO 3 OKODAN STREET OSU MANHEAN ACCRA GHANA,PHARMANOVA LIMITED NO 3 OKODAN STREET OSU MANHEAN ACCRA GHANA,Drugs,30/08/2021,"PHARMANOVA LIMITED; P.O.BOX AT 579, ACHIMOTA ACCRA",01/09/2026,NOVAMOL 500MG SUPPOSITORY,Drugs and Nutraceuticals
"ESKAY THERAPEUTICS LIMITED; P.O BOX 431 DARKUMAN 42 SOUTH INDUSTRIAL AREA ACCRA, GHANA","ENICAR PHARMACEUTICALS PVT. LIMITED J-214, 215, MIDC TARAPUR INDUSTRIAL AREA, BOISAR DISTRICT, PALGHAR, INDIA",Drugs,28/08/2024,"ESKAY THERAPEUTICS LIMITED; P.O BOX 431 DARKUMAN 42 SOUTH INDUSTRIAL AREA ACCRA, GHANA",01/08/2029,SKYPETY SYRUP,Drugs and Nutraceuticals
PROPHARM CHEMIST LIMITED P.O BOX 30707  ACCRA,PROPHARM CHEMIST LIMITED P.O BOX 30707  ACCRA,Drugs,10/02/2023,"PROPHARM CHEMIST LIMITED, P.O.BOX 30707 KIA, ACCRA",07/01/2027,SIMPLE LINCTUS PAEDIATRIES SYRUP,Drugs and Nutraceuticals
AA SADIK HERBAL CENTRE P.O.BOX 601 CAPE COAST,AA SADIK HERDAL CENTRE P.O.BOX 601 CAPE COAST,Drugs,09/04/2021,AA SADIK HERDAL CENTRE P.O.BOX 601 CAPE COAST,01/05/2026,ELEPHANT OINTMENT,Drugs and Nutraceuticals
"MSN LABORATORIES PRIVATE LIMTED, MSN HOUSE PLOT NO. C24, INDUSTRIAL ESTATE SAMATHNAGAR HYDERABAD 500 98 INDIA","MSN LABORATORIES PVT LIMITED PLOT NO. 42, ANRICH INDUSTRIAL ESTATE BOLLARAM, SANGREDDY DISTRICT, PINCODE 502325 INDIA",Drugs,09/02/2024,"GOKALS LIMITED; PLOT NO. 5 NO. 3 ROYAL CLOSE BEHIND ROYAL HUSE CHAPEL RING ROAD, WEST, P.O.BOX GP 623 ACCRA, GHANA",01/05/2028,EPNONE 25MG,Drugs and Nutraceuticals
"AURA PHARMACEUTICALS LIMITED; 306-A, HARI OM PLAZA, M. G. ROAD, BORIVALI (EAST), MUMBAI – 400066, INDIA",M/S MCCOY PHARMA PVT LIMITED PLOT NO S-12 MIDC TARAPUR INDUSTRIAL AREA BOISAR 401506 DIST. PALGHA INDIA,Drugs,07/05/2024,MOON PHARMA GHANA LIMITED. P.O.BOX AN 8384 ACCRA-NORTH,01/02/2029,IBUMOON CAPSULES  (Each capsule contains Paracetamol/Caffeine Anhydrous/ Ibuprofen 325mg/ 39mg/ 200mg),Drugs and Nutraceuticals
"KNVM MEDICARE PVT. LIMITED; KH NO 959 UDYOG KUNJ, GHAZIABAD UP, INDIA","Magbro Healthcare Private. Limited - Vill-Mensa Tibba P.O-Manjholi The-Nalagarh Distt.S, Select",Drugs,03/05/2024,"MedHouse Pharmaceutical Limited - Fokal House, No.3, (first floor), Official Street, Adabraka, Accra, Ghana",01/08/2027,SUFASOFORT TABLETS,Drugs and Nutraceuticals
"ASTRAZENECA UK LIMITED CHARTER WAY, MACCLESFIELD SK10 2NA, UNITED KINGDOM","ASTRAZENECA PHARMACEUTICAL LP, 587 OLD BALTIMORE PIKE, NEWARK, DELAWARE 19702, UNITED STATES OF AMERICA",Drugs,19/01/2022,"ASTRAZENECA SCIENTIFIC OFFICE, P.O. BOX OS 2010, OSU, ACCRA, GHANA.",01/03/2030,ARIMIDEX 1MG TABLETS(Each film-coated tablet contains Anastrozole),Drugs and Nutraceuticals
JANSSEN CILAG AG GUBELSTRASSE 346300 ZUG SWITZERLAND,JANSSEN CILAG AG HOCHSTRASSE 201 CH-8205 SCHATTHAUSEN SWITZERLAND,Drugs,13/07/2023,Ernest Chemist Limited - P.O. Box 3345   Accra,01/12/2026,TOPAMAX TABLETS  (Each tablet contains Topiramate 25mg Topiramate 25mg),Drugs and Nutraceuticals
ASTRAZENECA UK LIMITED  SILK ROAD BUSINESS PARK CHARTER WAY MACCLESFIELD CHESHIRE SK 10 2NA  UNITED KINGDOM,"Astrazeneca Pharmaceuticals - Lp 4601 Highway 62 East Mount Vernon Indiana 47620, United States",Drugs,29/08/2024,"AstraZeneca Scientific Office (Ghana) -  1st Floor, Secant Towers, 7th Lane, Osu R.E., Accra Ghana..",01/11/2029,XIGDUO 10 MG + 1000 MG PROLONGED-RELEASE TABLET EXTENDED-RELEASE FILM-COATED TABLETS  (Each Extended-Released Film Tablet contains Dapagliflozin/Metformin Hydrochloride 10mg/1000mg),Drugs and Nutraceuticals
"ENTRANCE PHARMACEUTICALS & RESEARCH CENTRE, P.O.BOX CT 10805 ACCRA","ENTRANCE PHARMACEUTICALS & RESEARCH CENTRE, P.O.BOX CT 10805 ACCRA",Drugs,29/10/2021,"ENTRANCE PHARMACEUTICALS & RESEARCH CENTRE, P.O.BOX CT 10805 ACCRA",01/11/2026,AMOFAN INFANT TABLET,Drugs and Nutraceuticals
"GVS PHARMA LIMITED, 102 HYDE PARK SAKI VIHAR ROAD ANDHERI EAST MUMBAI 400072 INDIA","Bliss GVS Pharma Llimited - , Plot 10, 11-A, 12; Survey No. 38/1, Dewan Udyog Nagar, Aliyali, Tal.-Palghar, District-Thane – 401404, , India",Drugs,25/08/2023,"ASTERIX LIFESCIENCES (GH) LIMITED P.O.BOX CT 3160, ACCRA",25/08/2026,P-ALAXIN,Drugs and Nutraceuticals
"Shalina Healthcare DMCC  - 30th Floor Alinas Towers Dubai UAE , United Arab Emirates","Shalina Laboratories Pvt. Ltd at M/s Aqua Vitoe Laboratories - Plot No. 04, Vill. Kunjhal, Near Jharmajri, Baddi, Dist. Solan (H.P), India",Drugs,15/03/2024,"SHALINA HEALTHCARE GHANA LIMITED, 289/4 OFFICIAL TOWN AMIN STREET ADABRAKA ACCRA GHANA",01/05/2027,ZANITIN DUO TABLET  (Each tablet contains Amoxicillin trihydrate / Potassium clavulanate 625mg),Drugs and Nutraceuticals
LETAP PHRAMCEUTICALS LIMITED P.O BOX GP 3346,LETAP PHARMACEUTICALS,Drugs,30/03/2020,"LETAP PHARMACEUTICALS LIMITED; P.O.BOX 3346 PLOT 107, GRAPHIC ROAD ACCRA, GHANA",01/05/2030,LETAZITH,Drugs and Nutraceuticals
NEW GLOBAL PHARMACEUTICAL LIMITED,"NEW GLOBAL PHARMACEUTICALS LIMITED, P.O.BOX 2448, ACCRA",Drugs,15/07/2021,NEW GLOBAL PHARMACEUTICAL LIMITED P.O.BOX 2448 ACCRA,01/08/2026,GLOMOL PLUS TABLETS (PARACETAMOL BP 500MG+CODEINE PHOSPHATE USP 8MG),Drugs and Nutraceuticals
"Pharmanova Limited - P. O. Box AT 579 Achimota Accra, Ghana","Bharat Parenterals Limited - 144 & 146, Jarod Samlaya Road Vill. Haripura, Ta. Savli, Dist. Vadodara – 391520, Gujarat, India",Drugs,06/08/2024,"Pharmanova Limited - No.3 Okodon Street, Osu Manhean Accra",01/06/2029,PHAMONATE 30 INJECTION,Drugs and Nutraceuticals
"ESKAY THERAPEUTICS LIMITED; P.O BOX 431 DARKUMAN 42 SOUTH INDUSTRIAL AREA ACCRA, GHANA",ESKAY THERAPEUTICS LIMITED,Drugs,02/10/2023,"ESKAY THERAPEUTICS LIMITED; P.O BOX 431 DARKUMAN 42 SOUTH INDUSTRIAL AREA ACCRA, GHANA",01/12/2029,ESKAPRIL-H FORTE,Drugs and Nutraceuticals
GLAXOSMITHKLINE  EXPORT LIMITED- 1,GLAXO OPERATION UK  LIMITED HARMIRE ROAD BARNARD CASTLE COUNTY DURHAM DL12 8DJ,Drugs,30/08/2024,"WORLDWIDE HEALTHCARE LIMITED; AMENFI PLAZA PLOT 53, TEMA-MOTORWAY INDUSTRIAL AREA, SPINTEX ROAD, ACCRA-GHANA",30/07/2029,AVAMYS NASAL SPRAY,Drugs and Nutraceuticals
OA&J PHARMACEUTICALS LIMITED,OA & J PHARMACEUTICALS PLOT NO IND/A/71/G/11 HEAVY INDUSTRIAL AREA TEMA,Drugs,02/10/2023,"OA&J PHARMACEUTICALS LIMITED, PLOT NO IND/A/71/G/11, TEMA HEAVY INDUSTRIAL AREA, ACCRA-GHANA",01/07/2029,O-TRYPTYLINE,Drugs and Nutraceuticals
"DENK PHARMA GMBH & CO KG PRINZREGENTENSTRAßE 79, 81675 MÜNCHEN, GERMANY",LOSAN PHARMA GmbH OTTO HAHN STR 1379395 NEUENBURG GERMANY,Drugs,03/09/2024,GREEN OLIVES PARTNERS LIMITED APEX SQUARE NO 6 GEORGE WALKER BUSH HIGHWAY DZORWULU ACCRA,31/12/2029,TRAMADOL DENK 50 EFFERVESCENT TABLETS,Drugs and Nutraceuticals
VMD N.V,LABORATOIRES BIOVE,Drugs,13/03/2024,FRANKATSON LIMITED; P.O.BOX KN 835 ACCRA,01/10/2026,ALU SPRAY,Drugs and Nutraceuticals
PHYTO  RIKER (GIHOC) PHARAMACEUTICALS LIMITED P.O BOX AN 5266 ACCRA NORTH,PHYTO RIKER (GIHOC) PHARMACEUTICALS LIMITED,Drugs,15/03/2021,PHYTO  RIKER (GIHOC) PHARAMACEUTICALS LIMITED P.O BOX AN 5266 ACCRA NORTH,01/04/2026,RIMLO 5 TABLETS,Drugs and Nutraceuticals
INDUS LIFESCIENCES PVT. LIMITED; INDUS HOUSE 24-I SUBRAMAICA STREET ABHIRAMAPURAM CHENNAI 600018 INDIA,MMC HEALTHCARE LIMITED NO. 34B SIDCO INDUSTRIAL ESTATE THIROMAZHISAL CHENNEI 600124,Drugs,16/04/2024,"Carel Logistics Limited - Tamara Building, House No. C612, Tesano, Near The Tesano Police Station, Accra",01/07/2026,YELOVITZ  SUSPENSION   ( Multivitamins 5mg/0.5mg/5mg/150iu/37.5mg),Drugs and Nutraceuticals
"DENK PHARMA GMBH & CO KG PRINZREGENTENSTRAßE 79, 81675 MÜNCHEN, GERMANY","Denk Pharma & Co KG  - Prinzregentenstr 79 81675 Muchen, Germany",Drugs,29/08/2024,GREEN OLIVES PARTNERS LIMITED APEX SQUARE NO 6 GEORGE WALKER BUSH HIGHWAY DZORWULU ACCRA,01/12/2029,ROSUVASTATIN DENK 10MG TABLETS,Drugs and Nutraceuticals
PHYTO  RIKER (GIHOC) PHARAMACEUTICALS LIMITED P.O BOX AN 5266 ACCRA NORTH,PHYTO-RIKER (GIHOC) PHARMACEUTICALS LIMITED,Drugs,09/10/2024,PHYTO  RIKER (GIHOC) PHARAMACEUTICALS LIMITED P.O BOX AN 5266 ACCRA NORTH,01/12/2029,CO-TRIMOXAZOLE TABLETS,Drugs and Nutraceuticals
"Shalina Healthcare DMCC  - 30th Floor Alinas Towers Dubai UAE , United Arab Emirates","North China Pharmaceutical Co. Limited - No. 388 East Heping Road, Shijiazhuang, P.R., China",Drugs,11/07/2024,"SHALINA HEALTHCARE GHANA LIMITED - North Industrial Area,  Opposite Ghana Revenue Authority. Accra",01/11/2029,ZANITIN DUO  INJECTION  ( Co-Amoxiclav 1.2g),Drugs and Nutraceuticals
"ROYAL DUCH PHARMACEUTICALS, NO. 0544/4, JONES NELSON LINKS OFF KOJO THOPSON ROAD ADABRAKA, ACCRA","Mars Remedies Private Limited - 635, Gidc Estate,Waghodiya 391760 Vadodara Gujarat, India",Drugs,29/08/2024,"Add Pharma Ghana Limited - P.O Box AN 1705, Accra North",01/09/2029,ATORVASTATIN 10MG TABLETS,Drugs and Nutraceuticals
OA&J PHARMACEUTICALS LIMITED,"OA&J PHARMACEUTICALS LIMITED, PLOT NO IND/A/71/G/11, TEMA HEAVY INDUSTRIAL AREA, ACCRA-GHANA",Drugs,09/02/2022,"OA&J PHARMACEUTICALS LIMITED, PLOT NO IND/A/71/G/11, TEMA HEAVY INDUSTRIAL AREA, ACCRA-GHANA",01/03/2027,VALSAR-AM 5 TABLETS,Drugs and Nutraceuticals
"Globell Ocans Ent., Accra. G/R",GLOHELA PHARM PVT. LIMITED,Drugs,18/10/2024,"MYSALAM CHEMIST LIMITED 804/6 AGBANI STREET OPPOSITE NEW PAGE SCHOOL KOKOMLEMLE ACCRA, GHANA",01/04/2028,AQUAMALS QS,Drugs and Nutraceuticals
"KINAPHARMA LIMITED, P.O.BOX, 241, TRADE FAIR, LA, ACCRA, GHANA",KINAPHARMA LIMITED P.O.BOX TF 241 TRADE FAIR-LA,Drugs,18/11/2021,"KINAPHARMA LIMITED, P.O.BOX, 241, TRADE FAIR, LA, ACCRA, GHANA",01/12/2026,ASPANOL DRY COUGH SYRUP,Drugs and Nutraceuticals
LETAP PHRAMCEUTICALS LIMITED P.O BOX GP 3346,LETAP PHARMACEUTICALS LIMITED,Drugs,02/10/2023,"LETAP PHARMACEUTICALS LIMITED; P.O.BOX 3346 PLOT 107, GRAPHIC ROAD ACCRA, GHANA",31/12/2027,LETAMOX TABLETS,Drugs and Nutraceuticals
"RONAK EXIM PVT LIMITED; SANT KABIR ROAD, BEHIND GENDI GATE POLICE STATION BARODA VADODARA 390001 GUJARAT, INDIA","ENICAR PVT LIMITED, PLOT NO J.214, 215, 216, MIDC, TARAPUR BOISAR DIST PALGHAR 401506, INDIA",Drugs,11/10/2021,"ROXIN GHANA LIMITED; NO 12 OSU AVENUE EXT, SWITCH BACKGROUND, ADJACENT POLICE HQ CANTONMENT, ACCRA GHANA",01/04/2029,CYPRORONAVIT SYRUP,Drugs and Nutraceuticals
VIRCHOW HEALTHCARE PVT LIMITED,VIRCHOW HEALTHCARE PVT LIMITED,Drugs,04/03/2024,"ARTEMIS SCIENCES LIMITED, PLOT NO. 41, SOUTH INDUSTRIAL AREA, P.O.BOX CT 1147, CANTONMENTS, ACCRA, GHANA",31/12/2026,VIFE-Z,Drugs and Nutraceuticals
"LAVINA PHARMACEUTICALS PVT. LIMITED, SATRA PLAZA, OFFICE NO.402 PLOT NO. 19-20, SECTOR-19 D, PALM BEACH RD, NAVI MUMBAI, MAHARASHTRA 400703, INDIA","Bharat Parenterals Limited. - Vill. Haripura Ta. Savli, Dist Vadodara 391520 Guj, India",Drugs,02/10/2023,ERNEST CHEMIT LIMITED P.O.BOX 3345 ACCRA,01/09/2026,LAVI-CV 625 TABLETS,Drugs and Nutraceuticals
"KINAPHARMA LIMITED, P.O.BOX, 241, TRADE FAIR, LA, ACCRA, GHANA","KINAPHARMA LIMITED P.O.BOX 241, TRADE FAIR LA ACCRA",Drugs,12/04/2021,"KINAPHARMA LIMITED, P.O.BOX, 241, TRADE FAIR, LA, ACCRA, GHANA",01/05/2026,KINAMYCIN 300 CAPSULES,Drugs and Nutraceuticals
"Merck Serono Middle East FZ Limited - Jebel Ali No. LB09013 Dubai, United Arab Emirates","Merckle Gmbh - Luduig, Merckle-Strusse 3, 89143 Blaubeuren, Germany",Drugs,22/09/2021,"Worldwide Healthcare Limited - Plot 137, Tema Motorway Industrial Area Near Cocacola Roundabout Spintex Road Accra",19/08/2029,CONCOR AM 5MG/5MG TABLETS,Drugs and Nutraceuticals
"GREENWICH THERAPEUTICS LIMITED; CSC WAREHOUSE (C), NO. 38 DADEBAN ROAD, NORTH INDUSTRIAL AREA, ACCRA, GHANA","TRIDENT LIFELINE PVT. LIMITED, 635, GIDC ESTAT WAHGODIA, VADODARA, 391760, GUJARAT, INDIA",Drugs,05/09/2024,"GREENWICH THERAPEUTICS LIMITED; CSC WAREHOUSE (C), NO. 38 DADEBAN ROAD, NORTH INDUSTRIAL AREA, ACCRA, GHANA",01/02/2030,ZOCIN 500MG TABLETS,Drugs and Nutraceuticals
"INNOCIA LIFESCIENCES PVT LIMITED, 12A/2 SPARTAN NAGAR,MUGGAPAIR,CHENNAI,TAMIL NADU,INDIA,600037.","ATOZ PHARMACEUTICALS PVT LIMITED, NO 12, BALAJI NAGAR, AMBATTUR, CHENNAI-600 053, INDIA",Drugs,29/05/2024,"OA&J PHARMACEUTICALS LIMITED, PLOT NO IND/A/71/G/11, TEMA HEAVY INDUSTRIAL AREA, ACCRA-GHANA",01/05/2029,INOXIME-100 TABLETS,Drugs and Nutraceuticals
Ernest Chemist Limited,ERNEST CHEMIST LIMITED,Drugs,07/04/2025,ERNEST CHEMIT LIMITED P.O.BOX 3345 ACCRA,01/12/2029,STOPKOF ADULT,Drugs and Nutraceuticals
DANADAMS PHARMACEUTICALS INDUSTRY LIMITED P.O.BOX TS 73 TESHIE ACCRA,DANADAMS PHARMACEUTICAL INDUSTRY LIMITED,Drugs,07/02/2023,DANADAMS PHARMACEUTICALS INDUSTRY LIMITED P.O.BOX TS 73 TESHIE ACCRA,31/12/2027,DANMETHER,Drugs and Nutraceuticals
"ENTRANCE PHARMACEUTICALS & RESEARCH CENTRE, P.O.BOX CT 10805 ACCRA",ENTRANCE PHARMACEUTICALS AND RESEARCH CENTRE; P.O.BOX CT 10805 ACCRA,Drugs,29/10/2021,"ENTRANCE PHARMACEUTICALS & RESEARCH CENTRE, P.O.BOX CT 10805 ACCRA",01/11/2026,GRISEOFULVIN 500MG TABLETS,Drugs and Nutraceuticals
"ESKAY THERAPEUTICS LIMITED; P.O BOX 431 DARKUMAN 42 SOUTH INDUSTRIAL AREA ACCRA, GHANA",ESKAY THERAPEUTICS LIMITED,Drugs,13/02/2025,"ESKAY THERAPEUTICS LIMITED; P.O BOX 431 DARKUMAN 42 SOUTH INDUSTRIAL AREA ACCRA, GHANA",01/08/2030,ESKADOL NYTE,Drugs and Nutraceuticals
"BAYER WEST CENTRAL AFRICA SA; 72Q9+93P, ABIDJAN, CÔTE D’IVOIRE",BAYER AG KAISER-WILHELMALLLEE 51368 LEVERKUSEN GERMANY,Drugs,26/11/2024,"BAYER REPRESENTATIVE OFFICE GHANA, 9TH FLOOR EMPORIUM (REGUS) MOVENPICK AMBASSADOR HOTEL INDEPENDENCE AVENUE RIDGE ACCRA GHANA",01/12/2029,CIPROBAY 500MG TABLETS,Drugs and Nutraceuticals
"30TH FLOOR, ALMAS TOWER, JUMEIRAH LAKE TOWERS - DUBAI - UNITED ARAB EMIRATES","SHALINA HEALTHCARE PVT. LIMITED; PLOT NO. E-2 & E-3, MIDC JEJUN, TAL PURANDAR, DIST. PUNE, MARARASHTRA 412303, INDIA",Drugs,30/08/2024,"SHALINA HEALTHCARE GHANA LIMITED, 289/4 OFFICIAL TOWN AMIN STREET ADABRAKA ACCRA GHANA",01/08/2029,SHALCIP TABLETS,Drugs and Nutraceuticals
"ENTRANCE PHARMACEUTICALS & RESEARCH CENTRE, P.O.BOX CT 10805 ACCRA","ENTRANCE PHARMACEUTICALS & RESEARCH CENTRE, P.O.BOX CT 10805 ACCRA",Drugs,29/10/2021,"ENTRANCE PHARMACEUTICALS & RESEARCH CENTRE, P.O.BOX CT 10805 ACCRA",01/11/2026,ENTRACIN 300MG CAPSULES,Drugs and Nutraceuticals
"GB PHARMA LIMITED, 65 CHATSWORTH ROAD LONDON NW2 4BG UNITED KINGDOM","Lincoln Pharmaceuticals - Trimul Estate Khatray Tal Kalol Dist Gandhingar Gu, India",Drugs,02/10/2023,GB PHARMA(GH) LIMITED P.O BOX 18100 GPO ACCRA,01/11/2026,NAZ-EAZE 0.1%,Drugs and Nutraceuticals
"LONDON UNITED EXPORTS, 38 WATFORD WAY, LONDON NW4 3AL, UNITED KINGDOM","S.Kant Healthcare Limited - Plot no 1802-1805, G.I.D.C, Phase Ill   Vapi.396195   Gujarat, India",Drugs,15/03/2024,"UNICHEM INDUSTRIES LIMITED, P.O.BOX 15146 ACCRA",01/04/2027,ACIDOM CAPSULES  (Each capsule contains Omeprazole 20mg),Drugs and Nutraceuticals
"CIRON DRUGS AND PHARMACEUTICALS PVT. LIMITED, 35-37, 43-45, CFC-13, PALGHAR, MAHARASTRA, INDIA","Ciron Drugs & Pharmaceuticals Private Limited. - N-118,119,113,119/1,119/2 & 118/1, M.I.D.C., Tarapur, Boisar, Dist. Palghar - 401 506, India",Drugs,24/08/2023,"OSON'S CHEMIST LIMITED, D759 14 KIMBERLEY AVENUE, OKAISHIE, P.O.BOX 18473, ACCRA, GHANA",01/09/2026,SPEEDOT GEL,Drugs and Nutraceuticals
PHARMANOVA LIMITED NO 3 OKODAN STREET OSU MANHEAN ACCRA GHANA,PHARMANOVA LIMITED P.O BOX AT 579 ACCRA GHANA,Drugs,01/08/2024,"Pharmanova Limited - No.3 Okodon Street, Osu Manhean Accra",01/07/2029,NOVAFEN SUSPENSION,Drugs and Nutraceuticals
"""BAYER WEST CENTRAL AFRICA S A GHANA REPRESENTATIVE OFFICE 9TH FLOOR EMPORIUM (REGUS) MOVENPICK  AMBASSADOR HOTEL INDEPENDENCE AVENUE RIDGE KA PMB 177 AIRPORT ACCRA GHANA""","Bayer Pharma Ag - Leverkusen Germany 51368, Germany",Drugs,17/07/2024,"Bayer Schering - (Ghana Office), P. O. Box      655, Achimota, Accra",01/08/2029,XARELTO 20MG TABLETS  (Each tablet contains Rivaroxaban 20mg),Drugs and Nutraceuticals
"EXETER PHARMACEUTICALS, QUEENSGATE HOUSE 48, QUEEN STREET EXETER DEVON EX43SR UNITED KINGDOM","GSS PHARMA PVT LIMITED, 156/157 A SIDDHI INDUSTRIAL INFRASTRUCTURE PARK WAGHODIA, VADODARA-391760, GUJARAT INDIA",Drugs,14/07/2025,ERNEST CHEMIT LIMITED P.O.BOX 3345 ACCRA,01/08/2030,CLARITHROMYCIN 500MG TABLETS,Drugs and Nutraceuticals
"ENTRANCE PHARMACEUTICALS & RESEARCH CENTRE, P.O.BOX CT 10805 ACCRA",ENTRANCE PHARMACEUTICALS AND RESEARCH CENTRE,Drugs,29/11/2024,"ENTRANCE PHARMACEUTICALS & RESEARCH CENTRE, P.O.BOX CT 10805 ACCRA",31/12/2029,KOFOF BABY COUGH SYRUP,Drugs and Nutraceuticals
"ESKAY THERAPEUTICS LIMITED; P.O BOX 431 DARKUMAN 42 SOUTH INDUSTRIAL AREA ACCRA, GHANA","S.Kant Healthcare Limited - Plot no 1802-1805, G.I.D.C, Phase Ill   Vapi.396195   Gujarat, India",Drugs,29/06/2023,Eskay Therapeutics Limited - P. O. Box 431   Darkuman,01/08/2026,SKYDIPIN 30,Drugs and Nutraceuticals
OMER INVESTMENT LIMITED,OMER INVESTMENT LIMITED; P.O.BOX KS 9597 KUMASI,Drugs,02/10/2023,OMER INVESTMENT LIMITED; P.O.BOX KS 9597 KUMASI,01/08/2028,OMER QUININE SYRUP,Drugs and Nutraceuticals
"ESKAY THERAPEUTICS LIMITED; P.O BOX 431 DARKUMAN 42 SOUTH INDUSTRIAL AREA ACCRA, GHANA",ESKAY THERAPEUTICS P.O BOX 431,Drugs,29/01/2024,"ESKAY THERAPEUTICS LIMITED; P.O BOX 431 DARKUMAN 42 SOUTH INDUSTRIAL AREA ACCRA, GHANA",01/08/2029,IBUPROFEN,Drugs and Nutraceuticals
"ARTEMIS SCIENCES LIMITED; PLOT NO. 41, SOUTH INDUSTRIAL AREA, P.O.BOX CT 1147, CANTONMENTS, ACCRA, GHANA",ARTEMIS LIFE SCIENCES P.O.BOX CT 1147 ACCRA,Drugs,18/06/2021,"ARTEMIS SCIENCES LIMITED, PLOT NO. 41, SOUTH INDUSTRIAL AREA, P.O.BOX CT 1147, CANTONMENTS, ACCRA, GHANA",01/07/2026,FLEGNIL ADULT SYRUP,Drugs and Nutraceuticals
OA&J PHARMACEUTICALS LIMITED,"OA&J PHARMACEUTICALS LIMITED, PLOT NO IND/A/71/G/11, TEMA HEAVY INDUSTRIAL AREA, ACCRA-GHANA",Drugs,22/09/2021,"OA&J PHARMACEUTICALS LIMITED, PLOT NO IND/A/71/G/11, TEMA HEAVY INDUSTRIAL AREA, ACCRA-GHANA",01/10/2026,O-PRIL 10MG TABLETS,Drugs and Nutraceuticals
"ASHISH LIFE SCIENCES PVT 213 PLAZA NEW LINK ROAD ANDHERI-MUMBAI 400053-MAHARASHTRA, INDIA",ASHISH LIFE SCIENCES PVT LIMITED,Drugs,12/07/2023,"REISS & CO (GH) LIMITED, P.O.BOX CT 5064 CANTONMENTS ACCRA GHANA",31/12/2026,ASAMPRO 20%,Drugs and Nutraceuticals
"ALIVIRA ANIMAL HEALTH LIMITED 301/A DOSTI PINNACLE PLOT NO. E7 READ NO. 22 WAGGLE INDUSTRIAL AREA THANE (W) MUMBIA 400601, INDIA","ALIVIRA ANIMAL HEALTH LIMITED301/A,DOSTI PINNACLE PLOT E7,ROAD 22 WAGGLE INDUSTRIAL AREA MUMBAI 400601,INDIA",Drugs,17/01/2024,"LIVESTOCK AND AGRO BUSINESS SERVICES.P.O.BOX CO 1123,TEMA ACCRA",31/12/2026,VITAMINOXY EGG POWDER,Drugs and Nutraceuticals
PHARMANOVA LIMITED NO 3 OKODAN STREET OSU MANHEAN ACCRA GHANA,PHARMANOVA LIMITED 3 OKODAN STREET OSU MANHEAN- ACCRA,Drugs,29/04/2024,"PHARMANOVA LIMITED; P.O.BOX AT 579, ACHIMOTA ACCRA",01/05/2029,LISINOVA 10 TABLETS  (Each tablet contains Lisinopril 10mg),Drugs and Nutraceuticals
"ESKAY THERAPEUTICS LIMITED; P.O BOX 431 DARKUMAN 42 SOUTH INDUSTRIAL AREA ACCRA, GHANA","Sparsh Bio-Tech Private Limited - Plot No. 1 Survey No 242/243/244. Lakhabavad Jamna, India",Drugs,02/06/2023,"ESKAY THERAPEUTICS LIMITED; P.O BOX 431 DARKUMAN 42 SOUTH INDUSTRIAL AREA ACCRA, GHANA",01/07/2026,SKYCLAV TABLETS,Drugs and Nutraceuticals
NAVKAR LIFESCIENCES,NAVKAR LIFESCIENCES,Drugs,02/08/2023,"RICHBEN PHARMACY LIMITED, 37 MILLITARY ROAD NEAR SHELL TRAINES SCHOOL ACCRA GHANA",01/05/2026,ARTINAV-LF 140MG,Drugs and Nutraceuticals
"INNOCIA LIFESCIENCES PVT LIMITED, 12A/2 SPARTAN NAGAR,MUGGAPAIR,CHENNAI,TAMIL NADU,INDIA,600037.",OA &J PHARMACEUTICALS PLOT NO IND /A/7/G/11 HEAVY INDUSTRIAL AREA TEMA,Drugs,02/10/2023,"OA&J PHARMACEUTICALS LIMITED, PLOT NO IND/A/71/G/11, TEMA HEAVY INDUSTRIAL AREA, ACCRA-GHANA",01/08/2029,INOPEP,Drugs and Nutraceuticals
"MERKOT PHARMACY, KASOA CONGO VILLA OFF OFANKOR ROAD, GHANA","Trident Lifeline Limited - 635, G.I.D.C, waghodia, Vadodara, India",Drugs,02/10/2023,"Merkot Pharmacy - Kasoa Congo Villa, Off Ofankor Road",01/12/2026,MERVITE PLUS SYRUP  (Each ml contains  Cyproheptadine Hydrochloride/L-Lysine Mono Hydrochloride/Vitamin B1/Vitamin B2/Vitamin B6/Niacinamide 400mg/200IU/2500IU/2mg/2mg/5mcg/25mg/100mg),Drugs and Nutraceuticals
KOFIKROM PHARMACEUTICALS LIMITED SSNIT FLATS A1/4 DTD SAKUMONO ESTATE COMM 13 TEMA GHANA,"Shukra Pharmaceuticals Ltd - Plot No. 795, Rakanpur Sola-Santej Road,   Ta. Kalol, Dist. Gandhinagar   Gujarat, India",Drugs,06/04/2024,KOFIKROM PHARMACEUTICALS LIMITED SSNIT FLATS A1/4 DTD SAKUMONO ESTATE COMM 13 TEMA GHANA,01/02/2029,KLINDA -150 INJECTION,Drugs and Nutraceuticals
"Kepro B.V - Kuipersweg 9 3449 JA Woerden , Netherlands",KEPRO B.V. MAAGDENBURGSTRAAT 17 7421 ZA DEVENTER HOLLAND,Drugs,03/07/2024,FRANKATSON LIMITED; P.O.BOX KN 835 ACCRA,01/05/2029,PEN PROVIT WATER SOLUBLE POWDER,Drugs and Nutraceuticals
